filename,image_path,latitude,longitude,heading,camera_point,index_right,property_id,FULLADDR,parcel_geom,parcel_centroid_proj,parcel_rep_pt_proj,distance_boundary_ft,distance_centroid_ft,bearing_to_parcel_deg,angle_diff_deg,match_score,camera_point_wkt,parcel_geom_wkt,parcel_centroid_proj_wkt,parcel_rep_pt_proj_wkt,geometry_wkt
Run 2_Camera 4 360_32_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_32_3.jpg,39.29807972222222,-76.64748555555556,86.03303184,POINT (1412096.0617088624 594342.5894476098),4687,0084 045,809 N MONROE ST,"POLYGON ((1412207.6917345836 594339.6131197495, 1412207.0015580803 594354.3827867276, 1412135.0814155864 594351.0829443409, 1412132.0816069732 594350.9431682356, 1412132.761543475 594336.1627492468, 1412204.6816859806 594339.4830716511, 1412207.6917345836 594339.6131197495))",POINT (1412169.8755431736 594345.2775380876),POINT (1412169.8846121035 594345.2781439925),36.36573147933679,73.862764408996,87.91415824548348,1.8811264054834709,38.24685788482026,POINT (1412096.061709 594342.589448),"POLYGON ((1412207.691735 594339.61312, 1412207.001558 594354.382787, 1412135.081416 594351.082944, 1412132.081607 594350.943168, 1412132.761543 594336.162749, 1412204.681686 594339.483072, 1412207.691735 594339.61312))",POINT (1412169.875543 594345.277538),POINT (1412169.884612 594345.278144),"POLYGON ((1412096.061709 594342.589448, 1412209.798587 594405.549138, 1412217.400286 594295.931653, 1412096.061709 594342.589448))"
Run 2_Camera 4 360_352_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_352_1.jpg,39.29481388888889,-76.6550325,175.6667956,POINT (1409964.7573359704 593144.9131279069),77840,2205 002,2403 EDMONDSON AVE,"POLYGON ((1409989.5516690589 592988.4427437325, 1409984.7910898274 593083.3322349392, 1409968.5914065607 593082.5120103806, 1409973.1011056234 592992.6324402147, 1409973.3509617883 592987.6327591903, 1409989.5516690589 592988.4427437325))",POINT (1409979.0716563654 593035.4801214144),POINT (1409978.9665564017 593037.5722252977),62.51879370088376,110.3652240442882,172.45932929653253,3.20746630346747,65.72626000435123,POINT (1409964.757336 593144.913128),"POLYGON ((1409989.551669 592988.442744, 1409984.79109 593083.332235, 1409968.591407 593082.51201, 1409973.101106 592992.63244, 1409973.350962 592987.632759, 1409989.551669 592988.442744))",POINT (1409979.071656 593035.480121),POINT (1409978.966556 593037.572225),"POLYGON ((1409964.757336 593144.913128, 1410028.442744 593031.581011, 1409918.876089 593023.278794, 1409964.757336 593144.913128))"
Run 2_Camera 4 360_355_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_355_3.jpg,39.29480944444444,-76.6551413888889,175.820497,POINT (1409933.9462678505 593143.1778887982),77842,2205 004,2407 EDMONDSON AVE,"POLYGON ((1409957.8614226591 592986.8632226513, 1409953.111083435 593081.7424738664, 1409936.7009681386 593080.9227613066, 1409941.2014511859 592991.032439116, 1409941.4513073636 592986.0424861124, 1409957.8614226591 592986.8632226513))",POINT (1409947.2811760192 593033.8926991659),POINT (1409947.1768062771 593035.9776002113),62.31503452713661,110.09574219216144,172.9641993206858,2.8562976793141956,65.17133220645081,POINT (1409933.946268 593143.177889),"POLYGON ((1409957.861423 592986.863223, 1409953.111083 593081.742474, 1409936.700968 593080.922761, 1409941.201451 592991.032439, 1409941.451307 592986.042486, 1409957.861423 592986.863223))",POINT (1409947.281176 593033.892699),POINT (1409947.176806 593035.9776),"POLYGON ((1409933.946268 593143.177889, 1409997.327423 593029.675338, 1409887.73889 593021.667073, 1409933.946268 593143.177889))"
Run 2_Camera 4 360_357_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_357_1.jpg,39.29480638888889,-76.65521333333334,176.0590808,POINT (1409913.5891165603 593141.9880509003),77844,2205 006,2411 EDMONDSON AVE,"POLYGON ((1409925.7313681818 592985.2529815714, 1409920.9718129556 593080.1327447777, 1409905.3711698153 593079.3524562363, 1409909.871140874 592989.4718620604, 1409910.120997038 592984.4726930403, 1409925.7313681818 592985.2529815714))",POINT (1409915.549182979 593032.2979931918),POINT (1409915.4432495134 593034.4121591484),62.146876156237695,109.70756865625378,179.0125717431855,2.9534909431855,65.1003670994232,POINT (1409913.589117 593141.988051),"POLYGON ((1409925.731368 592985.252982, 1409920.971813 593080.132745, 1409905.37117 593079.352456, 1409909.871141 592989.471862, 1409910.120997 592984.472693, 1409925.731368 592985.252982))",POINT (1409915.549183 593032.297993),POINT (1409915.44325 593034.412159),"POLYGON ((1409913.589117 593141.988051, 1409976.497091 593028.222561, 1409866.876161 593020.670699, 1409913.589117 593141.988051))"
Run 2_Camera 4 360_36_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_36_1.jpg,39.29796916666667,-76.6474788888889,86.192304,POINT (1412098.103887055 594302.328988527),4690,0084 048,803 N MONROE ST,"POLYGON ((1412209.6414319954 594297.1729191428, 1412209.001431534 594311.1423299816, 1412206.001622915 594311.0030658755, 1412134.081480422 594307.7027114788, 1412134.72148089 594293.7327886614, 1412206.6416233797 594297.0428710522, 1412209.6414319954 594297.1729191428))",POINT (1412171.8573667605 594302.439037565),POINT (1412171.86145179 594302.4378153108),36.185824716485534,73.7535618085616,89.91546208298251,3.723158082982522,39.908982799468056,POINT (1412098.103887 594302.328989),"POLYGON ((1412209.641432 594297.172919, 1412209.001432 594311.14233, 1412206.001623 594311.003066, 1412134.08148 594307.702711, 1412134.721481 594293.732789, 1412206.641623 594297.042871, 1412209.641432 594297.172919))",POINT (1412171.857367 594302.439038),POINT (1412171.861452 594302.437815),"POLYGON ((1412098.103887 594302.328989, 1412212.015342 594364.972267, 1412219.312295 594255.334075, 1412098.103887 594302.328989))"
Run 2_Camera 4 360_382_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_382_3.jpg,39.294777499999995,-76.65610000000001,175.9983264,POINT (1409662.688800851 593130.5192740483),77859,2205 021,2441 EDMONDSON AVE,"POLYGON ((1409665.4212974443 593067.3327360724, 1409665.6711536113 593062.3325430545, 1409669.9212685076 592977.4526538707, 1409670.1711246704 592972.4524608674, 1409685.5710637814 592973.2225094031, 1409681.0710927201 593063.1025915785, 1409680.8212365557 593068.1027846029, 1409665.4212974443 593067.3327360724))",POINT (1409675.4960541448 593020.2778525163),POINT (1409675.5153360288 593019.8925984625),63.24415553272461,110.98286695848792,173.38640973633778,2.611916663662214,65.85607219638683,POINT (1409662.688801 593130.519274),"POLYGON ((1409665.421297 593067.332736, 1409665.671154 593062.332543, 1409669.921269 592977.452654, 1409670.171125 592972.452461, 1409685.571064 592973.222509, 1409681.071093 593063.102592, 1409680.821237 593068.102785, 1409665.421297 593067.332736))",POINT (1409675.496054 593020.277853),POINT (1409675.515336 593019.892598),"POLYGON ((1409662.688801 593130.519274, 1409725.717373 593016.820553, 1409616.104512 593009.152458, 1409662.688801 593130.519274))"
Run 2_Camera 4 360_38_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_38_1.jpg,39.297914444444444,-76.64747611111112,86.2291915,POINT (1412098.9669733378 594282.4005028679),4691,0084 049,801 N MONROE ST,"POLYGON ((1412209.6414319954 594297.1729191428, 1412206.6416233797 594297.0428710522, 1412134.72148089 594293.7327886614, 1412135.3717213406 594279.7428978237, 1412210.291672451 594283.1927563229, 1412209.6414319954 594297.1729191428))",POINT (1412172.505308061 594288.462198933),POINT (1412172.506491447 594288.4627724921),36.24209810291376,73.78774175316723,85.28744730660416,0.9417441933958344,37.18384229630959,POINT (1412098.966973 594282.400503),"POLYGON ((1412209.641432 594297.172919, 1412206.641623 594297.042871, 1412134.721481 594293.732789, 1412135.371721 594279.742898, 1412210.291672 594283.192756, 1412209.641432 594297.172919))",POINT (1412172.505308 594288.462199),POINT (1412172.506491 594288.462772),"POLYGON ((1412098.966973 594282.400503, 1412212.918735 594344.970432, 1412220.1451 594235.327564, 1412098.966973 594282.400503))"
Run 2_Camera 4 360_415_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_415_1.jpg,39.309421944444445,-76.65672361111112,354.582709,POINT (1409466.1397743 598463.8221652475),103242,3202 001,2401 SAINT STEPHENS ST,"POLYGON ((1409356.460843524 598733.4735300213, 1409357.8970045305 598703.9987080644, 1409366.320946368 598531.1536170888, 1409366.4509945542 598523.9938076285, 1409526.5308988267 598531.8335570429, 1409736.9706212434 598542.133468173, 1409727.3506469347 598724.6297610865, 1409725.930870009 598751.5635265332, 1409723.9309975917 598751.4641984645, 1409358.4607159356 598733.5636421003, 1409356.460843524 598733.4735300213))",POINT (1409546.5093495774 598637.7518622712),POINT (1409547.2729061763 598623.0660881187),64.97592420551887,191.60064753813654,26.998371960748663,32.41566296074865,97.39158716626751,POINT (1409466.139774 598463.822165),"POLYGON ((1409356.460844 598733.47353, 1409357.897005 598703.998708, 1409366.320946 598531.153617, 1409366.450995 598523.993808, 1409526.530899 598531.833557, 1409736.970621 598542.133468, 1409727.350647 598724.629761, 1409725.93087 598751.563527, 1409723.930998 598751.464198, 1409358.460716 598733.563642, 1409356.460844 598733.47353))",POINT (1409546.50935 598637.751862),POINT (1409547.272906 598623.066088),"POLYGON ((1409466.139774 598463.822165, 1409400.32155 598575.929084, 1409509.711518 598586.302789, 1409466.139774 598463.822165))"
Run 2_Camera 4 360_426_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_426_3.jpg,39.30944722222222,-76.65633083333334,354.25619,POINT (1409577.2442100188 598473.4473096502),103242,3202 001,2401 SAINT STEPHENS ST,"POLYGON ((1409356.460843524 598733.4735300213, 1409357.8970045305 598703.9987080644, 1409366.320946368 598531.1536170888, 1409366.4509945542 598523.9938076285, 1409526.5308988267 598531.8335570429, 1409736.9706212434 598542.133468173, 1409727.3506469347 598724.6297610865, 1409725.930870009 598751.5635265332, 1409723.9309975917 598751.4641984645, 1409358.4607159356 598733.5636421003, 1409356.460843524 598733.4735300213))",POINT (1409546.5093495774 598637.7518622712),POINT (1409547.2729061763 598623.0660881187),60.79561872401394,167.15447244489775,348.6725605858241,5.583629414175903,66.37924813818984,POINT (1409577.24421 598473.44731),"POLYGON ((1409356.460844 598733.47353, 1409357.897005 598703.998708, 1409366.320946 598531.153617, 1409366.450995 598523.993808, 1409526.530899 598531.833557, 1409736.970621 598542.133468, 1409727.350647 598724.629761, 1409725.93087 598751.563527, 1409723.930998 598751.464198, 1409358.460716 598733.563642, 1409356.460844 598733.47353))",POINT (1409546.50935 598637.751862),POINT (1409547.272906 598623.066088),"POLYGON ((1409577.24421 598473.44731, 1409510.788179 598585.177323, 1409620.117253 598596.174251, 1409577.24421 598473.44731))"
Run 2_Camera 4 360_466_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_466_3.jpg,39.30950222222222,-76.65490861111111,356.0151244,POINT (1409979.5956043908 598494.9982212275),103250,3203 008,2314 W NORTH AVE,"POLYGON ((1409939.8409340745 598554.43376352, 1409965.3108912136 598555.7234923822, 1409960.711080196 598642.8536220177, 1409936.4811873168 598641.6237971862, 1409936.5508193749 598639.6136847705, 1409939.8409340745 598554.43376352))",POINT (1409950.6006025628 598598.2983913473),POINT (1409950.633738156 598597.6685885764),62.3827827798919,107.29228899494957,344.2469873692613,11.768137030738671,74.15091981063057,POINT (1409979.595604 598494.998221),"POLYGON ((1409939.840934 598554.433764, 1409965.310891 598555.723492, 1409960.71108 598642.853622, 1409936.481187 598641.623797, 1409936.550819 598639.613685, 1409939.840934 598554.433764))",POINT (1409950.600603 598598.298391),POINT (1409950.633738 598597.668589),"POLYGON ((1409979.595604 598494.998221, 1409916.60037 598608.715416, 1410026.215473 598616.351375, 1409979.595604 598494.998221))"
Run 2_Camera 4 360_52_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_52_1.jpg,39.30896833333333,-76.66966027777778,355.577677,POINT (1405806.2203726436 598285.0967885659),97857,3002 002,3102 W NORTH AVE,"POLYGON ((1405819.2001036883 598344.9836385469, 1405813.5701469744 598494.9233809193, 1405763.630168916 598492.4038272157, 1405769.27036563 598342.5234768526, 1405819.2001036883 598344.9836385469))",POINT (1405791.419210616 598418.7117767183),POINT (1405791.4182026456 598418.6937328812),59.175517603081566,134.43228576622442,353.6775741904992,1.9001028095008223,61.07562041258239,POINT (1405806.220373 598285.096789),"POLYGON ((1405819.200104 598344.983639, 1405813.570147 598494.923381, 1405763.630169 598492.403827, 1405769.270366 598342.523477, 1405819.200104 598344.983639))",POINT (1405791.419211 598418.711777),POINT (1405791.418203 598418.693733),"POLYGON ((1405806.220373 598285.096789, 1405742.358763 598398.329711, 1405851.912373 598406.80234, 1405806.220373 598285.096789))"
Run 2_Camera 4 360_56_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_56_3.jpg,39.29741805555555,-76.64744833333334,86.4022161,POINT (1412107.5263982003 594101.6307309107),5289,0096 044,1839 W LANVALE ST,"POLYGON ((1412163.0115405552 594044.9130266822, 1412159.2918580207 594119.8130098411, 1412159.0317618498 594124.8126908531, 1412142.5315345146 594124.0528823128, 1412146.5215532293 594044.1527061295, 1412163.0115405552 594044.9130266822))",POINT (1412152.7764413126 594084.4909617825),POINT (1412152.8825616508 594082.3630182617),36.07988428194474,48.38737528977831,113.01622877859774,26.61401267859773,62.693896960542475,POINT (1412107.526398 594101.630731),"POLYGON ((1412163.011541 594044.913027, 1412159.291858 594119.81301, 1412159.031762 594124.812691, 1412142.531535 594124.052882, 1412146.521553 594044.152706, 1412163.011541 594044.913027))",POINT (1412152.776441 594084.490962),POINT (1412152.882562 594082.363018),"POLYGON ((1412107.526398 594101.630731, 1412221.666592 594163.856258, 1412228.56182 594054.192067, 1412107.526398 594101.630731))"
Run 2_Camera 4 360_62_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_62_1.jpg,39.29724972222222,-76.64744027777779,86.3215376,POINT (1412110.042947614 594040.3273540332),5290,0096 045,721 N MONROE ST,"POLYGON ((1412214.961631588 594023.9932156589, 1412214.2914231457 594037.2627223533, 1412144.3716650377 594034.0427520365, 1412145.0316334905 594020.7727333448, 1412214.961631588 594023.9932156589))",POINT (1412179.6640787255 594029.0176930624),POINT (1412179.6647047016 594029.0179838478),34.899241570661324,70.53375311512796,99.22654650060309,12.905008900603093,47.80425047126442,POINT (1412110.042948 594040.327354),"POLYGON ((1412214.961632 594023.993216, 1412214.291423 594037.262722, 1412144.371665 594034.042752, 1412145.031633 594020.772733, 1412214.961632 594023.993216))",POINT (1412179.664079 594029.017693),POINT (1412179.664705 594029.017984),"POLYGON ((1412110.042948 594040.327354, 1412224.095408 594102.713541, 1412231.145048 593993.059168, 1412110.042948 594040.327354))"
Run 2_Camera 4 360_67_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_67_3.jpg,39.30898861111111,-76.66912805555556,356.877816,POINT (1405956.7904788116 598293.0280083849),97884,3003 023,3044 W NORTH AVE,"POLYGON ((1406030.9403063487 598356.4734379235, 1406048.7502299314 598357.3535665239, 1406065.9001853801 598358.2034871113, 1406084.8805412152 598359.1537597618, 1406096.9801276592 598359.7538241679, 1406110.7304024221 598360.4342726247, 1406124.250277154 598361.1034570823, 1406138.7900560815 598361.8238415767, 1406153.8402991113 598362.5739220966, 1406167.9305419524 598363.2738265786, 1406183.4103530736 598364.0433630965, 1406197.8702599898 598364.7535075839, 1406212.190390871 598365.4636520838, 1406228.3404101334 598366.2736366327, 1406243.6302692168 598367.0237171473, 1406258.7905922646 598367.7835256605, 1406272.620227055 598368.4634621235, 1406287.3002940072 598369.1940866354, 1406303.7303773295 598370.0132871845, 1406319.6402685328 598370.8043277264, 1406311.9904726115 598469.7237716776, 1406298.0502458091 598468.9936591993, 1406283.2805788317 598468.223610685, 1406268.9502079468 598467.4735302026, 1406253.1304287666 598466.6338496509, 1406237.4401855925 598465.8238651014, 1406223.3801507645 598465.0835126251, 1406209.0303238758 598464.3334321228, 1406191.5209443502 598463.4236075219, 1406177.7404615716 598462.7134630554, 1406164.2702508534 598461.9935905754, 1406148.1801356112 598461.1533980281, 1406133.600420675 598460.3935895133, 1406118.5901136582 598459.60357301, 1406104.8301108782 598458.883700518, 1406091.3204761508 598458.1735560547, 1406078.7303936214 598457.5238276258, 1406059.76027781 598456.5228669704, 1406042.6103223448 598455.6335223839, 1406026.1100950125 598454.7641458116, 1406010.2601078313 598453.9336812758, 1405932.2702040877 598450.743406762, 1405936.4506872946 598351.7835147135, 1406030.9403063487 598356.4734379235))",POINT (1406125.2792781594 598410.5216811316),POINT (1406125.25398324 598410.7738672441),59.691575340053035,205.40992829258101,55.04876609718166,58.170950097181674,117.86252543723471,POINT (1405956.790479 598293.028008),"POLYGON ((1406030.940306 598356.473438, 1406048.75023 598357.353567, 1406065.900185 598358.203487, 1406084.880541 598359.15376, 1406096.980128 598359.753824, 1406110.730402 598360.434273, 1406124.250277 598361.103457, 1406138.790056 598361.823842, 1406153.840299 598362.573922, 1406167.930542 598363.273827, 1406183.410353 598364.043363, 1406197.87026 598364.753508, 1406212.190391 598365.463652, 1406228.34041 598366.273637, 1406243.630269 598367.023717, 1406258.790592 598367.783526, 1406272.620227 598368.463462, 1406287.300294 598369.194087, 1406303.730377 598370.013287, 1406319.640269 598370.804328, 1406311.990473 598469.723772, 1406298.050246 598468.993659, 1406283.280579 598468.223611, 1406268.950208 598467.47353, 1406253.130429 598466.63385, 1406237.440186 598465.823865, 1406223.380151 598465.083513, 1406209.030324 598464.333432, 1406191.520944 598463.423608, 1406177.740462 598462.713463, 1406164.270251 598461.993591, 1406148.180136 598461.153398, 1406133.600421 598460.39359, 1406118.590114 598459.603573, 1406104.830111 598458.883701, 1406091.320476 598458.173556, 1406078.730394 598457.523828, 1406059.760278 598456.522867, 1406042.610322 598455.633522, 1406026.110095 598454.764146, 1406010.260108 598453.933681, 1405932.270204 598450.743407, 1405936.450687 598351.783515, 1406030.940306 598356.473438))",POINT (1406125.279278 598410.521681),POINT (1406125.253983 598410.773867),"POLYGON ((1405956.790479 598293.028008, 1405895.514538 598407.680785, 1406005.232185 598413.665486, 1405956.790479 598293.028008))"
Run 2_Camera 4 360_76_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_76_1.jpg,39.29685972222222,-76.64742027777778,86.1337789,POINT (1412116.2516868452 593898.2992220629),5296,0096 051,709 N MONROE ST,"POLYGON ((1412228.751845456 593895.2123897714, 1412228.0616690174 593908.3329044345, 1412158.1117029034 593905.2527101325, 1412153.121749891 593905.0330619769, 1412153.821654355 593891.9130593112, 1412158.8218473606 593892.132707486, 1412228.751845456 593895.2123897714))",POINT (1412190.939086568 593900.1228409304),POINT (1412190.938623135 593900.1227258742),37.17642753135888,74.70965977125857,88.60138432911106,2.4676054291110603,39.64403296046994,POINT (1412116.251687 593898.299222),"POLYGON ((1412228.751845 593895.21239, 1412228.061669 593908.332904, 1412158.111703 593905.25271, 1412153.12175 593905.033062, 1412153.821654 593891.913059, 1412158.821847 593892.132707, 1412228.751845 593895.21239))",POINT (1412190.939087 593900.122841),POINT (1412190.938623 593900.122726),"POLYGON ((1412116.251687 593898.299222, 1412230.099095 593961.058824, 1412237.508034 593851.428142, 1412116.251687 593898.299222))"
Run 2_Camera 4 360_79_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_79_1.jpg,39.30900166666667,-76.66870166666668,355.973523,POINT (1406077.4236043943 598298.2208412166),97884,3003 023,3044 W NORTH AVE,"POLYGON ((1406030.9403063487 598356.4734379235, 1406048.7502299314 598357.3535665239, 1406065.9001853801 598358.2034871113, 1406084.8805412152 598359.1537597618, 1406096.9801276592 598359.7538241679, 1406110.7304024221 598360.4342726247, 1406124.250277154 598361.1034570823, 1406138.7900560815 598361.8238415767, 1406153.8402991113 598362.5739220966, 1406167.9305419524 598363.2738265786, 1406183.4103530736 598364.0433630965, 1406197.8702599898 598364.7535075839, 1406212.190390871 598365.4636520838, 1406228.3404101334 598366.2736366327, 1406243.6302692168 598367.0237171473, 1406258.7905922646 598367.7835256605, 1406272.620227055 598368.4634621235, 1406287.3002940072 598369.1940866354, 1406303.7303773295 598370.0132871845, 1406319.6402685328 598370.8043277264, 1406311.9904726115 598469.7237716776, 1406298.0502458091 598468.9936591993, 1406283.2805788317 598468.223610685, 1406268.9502079468 598467.4735302026, 1406253.1304287666 598466.6338496509, 1406237.4401855925 598465.8238651014, 1406223.3801507645 598465.0835126251, 1406209.0303238758 598464.3334321228, 1406191.5209443502 598463.4236075219, 1406177.7404615716 598462.7134630554, 1406164.2702508534 598461.9935905754, 1406148.1801356112 598461.1533980281, 1406133.600420675 598460.3935895133, 1406118.5901136582 598459.60357301, 1406104.8301108782 598458.883700518, 1406091.3204761508 598458.1735560547, 1406078.7303936214 598457.5238276258, 1406059.76027781 598456.5228669704, 1406042.6103223448 598455.6335223839, 1406026.1100950125 598454.7641458116, 1406010.2601078313 598453.9336812758, 1405932.2702040877 598450.743406762, 1405936.4506872946 598351.7835147135, 1406030.9403063487 598356.4734379235))",POINT (1406125.2792781594 598410.5216811316),POINT (1406125.25398324 598410.7738672441),60.48382129468442,122.07229070149127,23.02348390397384,27.04996090397384,87.53378219865826,POINT (1406077.423604 598298.220841),"POLYGON ((1406030.940306 598356.473438, 1406048.75023 598357.353567, 1406065.900185 598358.203487, 1406084.880541 598359.15376, 1406096.980128 598359.753824, 1406110.730402 598360.434273, 1406124.250277 598361.103457, 1406138.790056 598361.823842, 1406153.840299 598362.573922, 1406167.930542 598363.273827, 1406183.410353 598364.043363, 1406197.87026 598364.753508, 1406212.190391 598365.463652, 1406228.34041 598366.273637, 1406243.630269 598367.023717, 1406258.790592 598367.783526, 1406272.620227 598368.463462, 1406287.300294 598369.194087, 1406303.730377 598370.013287, 1406319.640269 598370.804328, 1406311.990473 598469.723772, 1406298.050246 598468.993659, 1406283.280579 598468.223611, 1406268.950208 598467.47353, 1406253.130429 598466.63385, 1406237.440186 598465.823865, 1406223.380151 598465.083513, 1406209.030324 598464.333432, 1406191.520944 598463.423608, 1406177.740462 598462.713463, 1406164.270251 598461.993591, 1406148.180136 598461.153398, 1406133.600421 598460.39359, 1406118.590114 598459.603573, 1406104.830111 598458.883701, 1406091.320476 598458.173556, 1406078.730394 598457.523828, 1406059.760278 598456.522867, 1406042.610322 598455.633522, 1406026.110095 598454.764146, 1406010.260108 598453.933681, 1405932.270204 598450.743407, 1405936.450687 598351.783515, 1406030.940306 598356.473438))",POINT (1406125.279278 598410.521681),POINT (1406125.253983 598410.773867),"POLYGON ((1406077.423604 598298.220841, 1406014.345818 598411.892266, 1406123.955349 598419.607812, 1406077.423604 598298.220841))"
Run 2_Camera 4 360_82_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 2_Camera 4 360_82_1.jpg,39.30900583333333,-76.66859583333334,355.639626,POINT (1406107.3645359667 598299.847173662),97884,3003 023,3044 W NORTH AVE,"POLYGON ((1406030.9403063487 598356.4734379235, 1406048.7502299314 598357.3535665239, 1406065.9001853801 598358.2034871113, 1406084.8805412152 598359.1537597618, 1406096.9801276592 598359.7538241679, 1406110.7304024221 598360.4342726247, 1406124.250277154 598361.1034570823, 1406138.7900560815 598361.8238415767, 1406153.8402991113 598362.5739220966, 1406167.9305419524 598363.2738265786, 1406183.4103530736 598364.0433630965, 1406197.8702599898 598364.7535075839, 1406212.190390871 598365.4636520838, 1406228.3404101334 598366.2736366327, 1406243.6302692168 598367.0237171473, 1406258.7905922646 598367.7835256605, 1406272.620227055 598368.4634621235, 1406287.3002940072 598369.1940866354, 1406303.7303773295 598370.0132871845, 1406319.6402685328 598370.8043277264, 1406311.9904726115 598469.7237716776, 1406298.0502458091 598468.9936591993, 1406283.2805788317 598468.223610685, 1406268.9502079468 598467.4735302026, 1406253.1304287666 598466.6338496509, 1406237.4401855925 598465.8238651014, 1406223.3801507645 598465.0835126251, 1406209.0303238758 598464.3334321228, 1406191.5209443502 598463.4236075219, 1406177.7404615716 598462.7134630554, 1406164.2702508534 598461.9935905754, 1406148.1801356112 598461.1533980281, 1406133.600420675 598460.3935895133, 1406118.5901136582 598459.60357301, 1406104.8301108782 598458.883700518, 1406091.3204761508 598458.1735560547, 1406078.7303936214 598457.5238276258, 1406059.76027781 598456.5228669704, 1406042.6103223448 598455.6335223839, 1406026.1100950125 598454.7641458116, 1406010.2601078313 598453.9336812758, 1405932.2702040877 598450.743406762, 1405936.4506872946 598351.7835147135, 1406030.9403063487 598356.4734379235))",POINT (1406125.2792781594 598410.5216811316),POINT (1406125.25398324 598410.7738672441),60.34668936378951,112.11505069103178,9.161362892747448,13.521736892747413,73.86842625653692,POINT (1406107.364536 598299.847174),"POLYGON ((1406030.940306 598356.473438, 1406048.75023 598357.353567, 1406065.900185 598358.203487, 1406084.880541 598359.15376, 1406096.980128 598359.753824, 1406110.730402 598360.434273, 1406124.250277 598361.103457, 1406138.790056 598361.823842, 1406153.840299 598362.573922, 1406167.930542 598363.273827, 1406183.410353 598364.043363, 1406197.87026 598364.753508, 1406212.190391 598365.463652, 1406228.34041 598366.273637, 1406243.630269 598367.023717, 1406258.790592 598367.783526, 1406272.620227 598368.463462, 1406287.300294 598369.194087, 1406303.730377 598370.013287, 1406319.640269 598370.804328, 1406311.990473 598469.723772, 1406298.050246 598468.993659, 1406283.280579 598468.223611, 1406268.950208 598467.47353, 1406253.130429 598466.63385, 1406237.440186 598465.823865, 1406223.380151 598465.083513, 1406209.030324 598464.333432, 1406191.520944 598463.423608, 1406177.740462 598462.713463, 1406164.270251 598461.993591, 1406148.180136 598461.153398, 1406133.600421 598460.39359, 1406118.590114 598459.603573, 1406104.830111 598458.883701, 1406091.320476 598458.173556, 1406078.730394 598457.523828, 1406059.760278 598456.522867, 1406042.610322 598455.633522, 1406026.110095 598454.764146, 1406010.260108 598453.933681, 1405932.270204 598450.743407, 1405936.450687 598351.783515, 1406030.940306 598356.473438))",POINT (1406125.279278 598410.521681),POINT (1406125.253983 598410.773867),"POLYGON ((1406107.364536 598299.847174, 1406043.625393 598413.149078, 1406153.188099 598421.503251, 1406107.364536 598299.847174))"
