filename,image_path,latitude,longitude,heading,camera_point,index_right,property_id,FULLADDR,parcel_geom,parcel_centroid_proj,parcel_rep_pt_proj,distance_boundary_ft,distance_centroid_ft,bearing_to_parcel_deg,angle_diff_deg,match_score,camera_point_wkt,parcel_geom_wkt,parcel_centroid_proj_wkt,parcel_rep_pt_proj_wkt,geometry_wkt
Run 17_Camera 4 360_215_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_215_3.jpg,39.29749972222222,-76.64875777777779,356.6324045,POINT (1411736.83330812 594129.9477417793),4566,0083 020,1938 W LANVALE ST,"POLYGON ((1411747.7415653646 594170.0028342343, 1411743.9517387382 594247.9128660099, 1411743.8508746556 594249.9127384052, 1411729.7616558254 594249.223073925, 1411729.8614958914 594247.2226895175, 1411733.5514824614 594171.3130421598, 1411733.6513225283 594169.3126577568, 1411747.7415653646 594170.0028342343))",POINT (1411738.7522775054 594209.6116671053),POINT (1411738.7690304692 594209.2678658387),39.473452022823295,79.68703433972856,1.3979644234179887,4.765559923417982,44.23901194624128,POINT (1411736.833308 594129.947742),"POLYGON ((1411747.741565 594170.002834, 1411743.951739 594247.912866, 1411743.850875 594249.912738, 1411729.761656 594249.223074, 1411729.861496 594247.22269, 1411733.551482 594171.313042, 1411733.651323 594169.312658, 1411747.741565 594170.002834))",POINT (1411738.752278 594209.611667),POINT (1411738.76903 594209.267866),"POLYGON ((1411736.833308 594129.947742, 1411675.066846 594244.337008, 1411784.757853 594250.7916, 1411736.833308 594129.947742))"
Run 17_Camera 4 360_218_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_218_1.jpg,39.29750277777777,-76.64865277777778,356.665169,POINT (1411766.5444613663 594131.1750202298),4564,0083 018,1934 W LANVALE ST,"POLYGON ((1411775.6614429827 594171.3729471689, 1411771.8716163668 594249.2829789508, 1411771.7717763004 594251.2731233491, 1411757.4721254187 594250.5829468776, 1411757.5714534812 594248.5830744596, 1411761.2614400405 594172.6729150942, 1411761.3617921218 594170.6725306894, 1411775.6614429827 594171.3729471689))",POINT (1411766.5671834843 594210.9742275503),POINT (1411766.584190902 594210.6279947769),39.703765097484094,79.79921055551421,0.0286500857560128,3.363481085756007,43.0672461832401,POINT (1411766.544461 594131.17502),"POLYGON ((1411775.661443 594171.372947, 1411771.871616 594249.282979, 1411771.771776 594251.273123, 1411757.472125 594250.582947, 1411757.571453 594248.583074, 1411761.26144 594172.672915, 1411761.361792 594170.672531, 1411775.661443 594171.372947))",POINT (1411766.567183 594210.974228),POINT (1411766.584191 594210.627995),"POLYGON ((1411766.544461 594131.17502, 1411704.843422 594245.599588, 1411814.538102 594251.991453, 1411766.544461 594131.17502))"
Run 17_Camera 4 360_245_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_245_1.jpg,39.296972777777775,-76.64828333333334,86.3231921,POINT (1411871.8425277635 593938.5353230691),5225,0095 083,715 APPLETON ST,"POLYGON ((1411971.0417117388 593956.8827961767, 1411966.0415187168 593956.6626360309, 1411906.1113946391 593954.0130340272, 1411901.111713629 593953.7928738778, 1411901.6918100885 593939.6130310053, 1411966.621615184 593942.4827931514, 1411971.6218081852 593942.702953302, 1411971.0417117388 593956.8827961767))",POINT (1411936.3670633277 593948.2481267244),POINT (1411936.3667609096 593948.2479135899),29.86838752860315,65.25146929094676,81.43974853981892,4.883443560181078,34.75183108878423,POINT (1411871.842528 593938.535323),"POLYGON ((1411971.041712 593956.882796, 1411966.041519 593956.662636, 1411906.111395 593954.013034, 1411901.111714 593953.792874, 1411901.69181 593939.613031, 1411966.621615 593942.482793, 1411971.621808 593942.702953, 1411971.041712 593956.882796))",POINT (1411936.367063 593948.248127),POINT (1411936.366761 593948.247914),"POLYGON ((1411871.842528 593938.535323, 1411985.89679 594000.918216, 1411992.943263 593891.26364, 1411871.842528 593938.535323))"
Run 17_Camera 4 360_245_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_245_3.jpg,39.310583888888885,-76.59513805555555,85.7267894,POINT (1426890.2840107204 598958.4450080901),44080,1456 020,1739 N BROADWAY ,"POLYGON ((1427075.7645274578 598944.4144130492, 1427074.974510949 598958.5840159141, 1426986.5843491377 598954.0743168687, 1426987.3943336539 598939.514057935, 1427075.7645274578 598944.4144130492))",POINT (1427030.979187819 598949.1360165686),POINT (1427031.1741376328 598949.244364959),96.39947158069941,141.00280203572626,93.73631975456283,8.009530354562827,104.40900193526224,POINT (1426890.284011 598958.445008),"POLYGON ((1427075.764527 598944.414413, 1427074.974511 598958.584016, 1426986.584349 598954.074317, 1426987.394334 598939.514058, 1427075.764527 598944.414413))",POINT (1427030.979188 598949.136017),POINT (1427031.174138 598949.244365),"POLYGON ((1426890.284011 598958.445008, 1427003.68275 599022.011713, 1427011.870236 598912.436424, 1426890.284011 598958.445008))"
Run 17_Camera 4 360_267_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_267_1.jpg,39.29638972222222,-76.64822722222223,37.42460824,POINT (1411888.5406651641 593726.2297646689),5205,0095 063,1924 HARLEM AVE,"POLYGON ((1411924.2618031625 593751.382849215, 1411924.0017069837 593756.3825302459, 1411920.2415764343 593831.2830254057, 1411906.251685611 593830.6629929412, 1411910.2714003336 593750.7628167666, 1411924.2618031625 593751.382849215))",POINT (1411915.2543219368 593791.0261300381),POINT (1411915.1286931722 593793.5227615936),32.773396165771366,70.08700609405534,21.55939207477492,15.865216165225078,48.638612330996445,POINT (1411888.540665 593726.229765),"POLYGON ((1411924.261803 593751.382849, 1411924.001707 593756.38253, 1411920.241576 593831.283025, 1411906.251686 593830.662993, 1411910.2714 593750.762817, 1411924.261803 593751.382849))",POINT (1411915.254322 593791.02613),POINT (1411915.128693 593793.522762),"POLYGON ((1411888.540665 593726.229765, 1411916.510787 593853.18516, 1412003.772988 593786.408763, 1411888.540665 593726.229765))"
Run 17_Camera 4 360_26_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_26_1.jpg,39.29559611111111,-76.65046833333334,266.03279424,POINT (1411255.3937269484 593434.7359786449),5668,0105 008,608 N PULASKI ST,"POLYGON ((1411218.7312997892 593428.7326547089, 1411218.171683361 593441.862897379, 1411213.1720023605 593441.6826732099, 1411134.7612345226 593438.9127507738, 1411129.7615535134 593438.7427666137, 1411130.4215219903 593424.632555758, 1411135.4212029884 593424.8629559345, 1411213.7316187874 593428.5027665336, 1411218.7312997892 593428.7326547089))",POINT (1411173.7397048036 593433.4694014798),POINT (1411174.256817112 593433.7377106613),36.88480590795123,81.66384481609464,269.295096934291,3.2623026942910087,40.14710860224224,POINT (1411255.393727 593434.735979),"POLYGON ((1411218.7313 593428.732655, 1411218.171683 593441.862897, 1411213.172002 593441.682673, 1411134.761235 593438.912751, 1411129.761554 593438.742767, 1411130.421522 593424.632556, 1411135.421203 593424.862956, 1411213.731619 593428.502767, 1411218.7313 593428.732655))",POINT (1411173.739705 593433.469401),POINT (1411174.256817 593433.737711),"POLYGON ((1411255.393727 593434.735979, 1411141.65711 593371.775817, 1411134.054957 593481.39327, 1411255.393727 593434.735979))"
Run 17_Camera 4 360_302_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_302_3.jpg,39.30901055555555,-76.59504249999999,85.96257848,POINT (1426919.8636853537 598385.5077109295),44709,1466 009,1617 N BROADWAY ,"POLYGON ((1427105.4846109846 598381.8041232225, 1427104.6546584277 598398.0642225044, 1427014.0746721642 598393.3742993651, 1427014.8943847178 598377.1336560883, 1427105.4846109846 598381.8041232225))",POINT (1427059.7863479254 598387.5944157338),POINT (1427059.7779946486 598387.5892112937),94.48775850530305,139.93822150547047,89.14767553628819,3.1850970562881855,97.67285556159123,POINT (1426919.863685 598385.507711),"POLYGON ((1427105.484611 598381.804123, 1427104.654658 598398.064223, 1427014.074672 598393.374299, 1427014.894385 598377.133656, 1427105.484611 598381.804123))",POINT (1427059.786348 598387.594416),POINT (1427059.777995 598387.589211),"POLYGON ((1426919.863685 598385.507711, 1427033.523059 598448.607209, 1427041.259543 598338.999155, 1426919.863685 598385.507711))"
Run 17_Camera 4 360_304_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_304_1.jpg,39.296392777777776,-76.64694361111111,355.869816,POINT (1412251.8093110241 593728.7450952942),5306,0096 061,1826 HARLEM AVE,"POLYGON ((1412258.111470465 593767.8728445461, 1412257.8416462885 593772.8730375513, 1412253.8516276856 593847.7627807185, 1412240.0414489023 593847.1529882677, 1412240.3015450684 593842.1527952516, 1412244.0217395027 593772.2627331113, 1412244.2915636734 593767.2630521128, 1412258.111470465 593767.8728445461))",POINT (1412249.0710807126 593807.5103856156),POINT (1412249.0707411312 593807.5129164015),38.81190749614223,78.81287245532094,358.0087640185816,2.138948018581573,40.950855514723806,POINT (1412251.809311 593728.745095),"POLYGON ((1412258.11147 593767.872845, 1412257.841646 593772.873038, 1412253.851628 593847.762781, 1412240.041449 593847.152988, 1412240.301545 593842.152795, 1412244.02174 593772.262733, 1412244.291564 593767.263052, 1412258.11147 593767.872845))",POINT (1412249.071081 593807.510386),POINT (1412249.070741 593807.512916),"POLYGON ((1412251.809311 593728.745095, 1412188.52588 593842.302162, 1412298.121265 593850.216091, 1412251.809311 593728.745095))"
Run 17_Camera 4 360_309_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_309_1.jpg,39.308817777777776,-76.59503027777777,85.64579145,POINT (1426923.633544827 598315.3073736967),44705,1466 005,1609 N BROADWAY ,"POLYGON ((1427108.714309171 598318.0140302919, 1427107.9242926235 598333.7140014833, 1427017.3345783646 598329.0343183608, 1427018.124594909 598313.3338351871, 1427108.714309171 598318.0140302919))",POINT (1427063.0241982478 598323.524033275),POINT (1427063.0244392464 598323.5241743263),94.27247687981155,139.63261709098,86.62643799968805,0.9806465496880463,95.2531234294996,POINT (1426923.633545 598315.307374),"POLYGON ((1427108.714309 598318.01403, 1427107.924293 598333.714001, 1427017.334578 598329.034318, 1427018.124595 598313.333835, 1427108.714309 598318.01403))",POINT (1427063.024198 598323.524033),POINT (1427063.024439 598323.524174),"POLYGON ((1426923.633545 598315.307374, 1427036.942308 598379.034324, 1427045.28469 598269.47072, 1426923.633545 598315.307374))"
Run 17_Camera 4 360_315_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_315_1.jpg,39.29640138888889,-76.64655583333334,357.971556,POINT (1412361.5415948622 593732.3061955146),5314,0096 069,1810 HARLEM AVE,"POLYGON ((1412369.4417969242 593772.7726882215, 1412369.1714607487 593777.7728812207, 1412365.4010902853 593848.6828475737, 1412365.1814421415 593852.6728643752, 1412351.1014393033 593852.0528319103, 1412351.3717754784 593847.0521269045, 1412355.0914579057 593777.1533607708, 1412355.3617940918 593772.1526557528, 1412369.4417969242 593772.7726882215))",POINT (1412360.2722698029 593812.4142778211),POINT (1412360.2723809737 593812.4125040625),40.07975376603951,80.1181380021035,359.0922748010355,1.1207188010354798,41.20047256707499,POINT (1412361.541595 593732.306196),"POLYGON ((1412369.441797 593772.772688, 1412369.171461 593777.772881, 1412365.40109 593848.682848, 1412365.181442 593852.672864, 1412351.101439 593852.052832, 1412351.371775 593847.052127, 1412355.091458 593777.153361, 1412355.361794 593772.152656, 1412369.441797 593772.772688))",POINT (1412360.27227 593812.414278),POINT (1412360.272381 593812.412504),"POLYGON ((1412361.541595 593732.306196, 1412302.465334 593848.10773, 1412412.277228 593851.997028, 1412361.541595 593732.306196))"
Run 17_Camera 4 360_320_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_320_3.jpg,39.308515,-76.59500833333333,86.0637624,POINT (1426930.3321612852 598205.053819126),45406,1477 021,1541 N BROADWAY ,"POLYGON ((1427116.3446502169 598171.8538727247, 1427115.454793643 598188.5440521056, 1427026.0744236305 598183.5233769406, 1427026.8946481703 598168.1239498319, 1427116.3446502169 598171.8538727247))",POINT (1427071.7915788726 598178.0406327591),POINT (1427071.209382703 598177.6886248327),98.1332804897901,144.0155514583485,100.99272476702538,14.928962367025377,113.06224285681547,POINT (1426930.332161 598205.053819),"POLYGON ((1427116.34465 598171.853873, 1427115.454794 598188.544052, 1427026.074424 598183.523377, 1427026.894648 598168.12395, 1427116.34465 598171.853873))",POINT (1427071.791579 598178.040633),POINT (1427071.209383 598177.688625),"POLYGON ((1426930.332161 598205.053819, 1427044.102791 598267.952498, 1427051.645696 598158.330951, 1426930.332161 598205.053819))"
Run 17_Camera 4 360_322_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_322_1.jpg,39.29645444444444,-76.64634472222222,292.787994,POINT (1412421.212972569 593751.8620471386),5316,0096 071,1806 HARLEM AVE,"POLYGON ((1412396.5818983945 593773.983057102, 1412392.5417037609 593849.8635204603, 1412392.3317836225 593853.8627532647, 1412379.2215089842 593853.2826568424, 1412379.4314291186 593849.2829120174, 1412383.2115275706 593778.3929136771, 1412383.48186375 593773.4034726723, 1412396.5818983945 593773.983057102))",POINT (1412387.9015623294 593813.6364450202),POINT (1412387.8906683968 593813.8379128473),33.10632714134142,70.18351861931434,331.7346000419889,38.9466060419889,72.05293318333031,POINT (1412421.212973 593751.862047),"POLYGON ((1412396.581898 593773.983057, 1412392.541704 593849.86352, 1412392.331784 593853.862753, 1412379.221509 593853.282657, 1412379.431429 593849.282912, 1412383.211528 593778.392914, 1412383.481864 593773.403473, 1412396.581898 593773.983057))",POINT (1412387.901562 593813.636445),POINT (1412387.890668 593813.837913),"POLYGON ((1412421.212973 593751.862047, 1412291.309842 593746.844411, 1412333.869118 593848.148344, 1412421.212973 593751.862047))"
Run 17_Camera 4 360_33_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_33_1.jpg,39.314929166666666,-76.59927805555554,37.29042044,POINT (1425711.9182051553 600535.9641933446),132753,4010C010,1224 BONAPARTE AVE,"POLYGON ((1425785.354753278 600631.2944695161, 1425773.7543667099 600640.4044871035, 1425724.2746781434 600579.4247615095, 1425735.46495263 600570.4944559562, 1425785.354753278 600631.2944695161))",POINT (1425754.8364671026 600605.5540811842),POINT (1425754.696146404 600605.3596155129),41.79459717070435,81.76019629448324,31.651237756040615,5.639182683959383,47.43377985466373,POINT (1425711.918205 600535.964193),"POLYGON ((1425785.354753 600631.29447, 1425773.754367 600640.404487, 1425724.274678 600579.424762, 1425735.464953 600570.494456, 1425785.354753 600631.29447))",POINT (1425754.836467 600605.554081),POINT (1425754.696146 600605.359616),"POLYGON ((1425711.918205 600535.964193, 1425739.590919 600662.984747, 1425827.009271 600596.412903, 1425711.918205 600535.964193))"
Run 17_Camera 4 360_367_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_367_1.jpg,39.29759972222222,-76.64647361111112,182.2398047,POINT (1412383.1208902197 594168.8661232914),5273,0096 028,1807 W LANVALE ST,"POLYGON ((1412390.5515544505 594055.3726822574, 1412390.3718422984 594060.3728752495, 1412387.5517439377 594135.3127944599, 1412372.2716128537 594134.6128899454, 1412376.0117753954 594059.7129067787, 1412376.251903567 594054.7029857732, 1412390.5515544505 594055.3726822574))",POINT (1412381.6414596 594095.4423794264),POINT (1412381.5500892764 594097.4928825975),33.720927358964474,73.43864703348989,181.2607769649096,0.9790277350903978,34.69995509405487,POINT (1412383.12089 594168.866123),"POLYGON ((1412390.551554 594055.372682, 1412390.371842 594060.372875, 1412387.551744 594135.312794, 1412372.271613 594134.61289, 1412376.011775 594059.712907, 1412376.251904 594054.702986, 1412390.551554 594055.372682))",POINT (1412381.64146 594095.442379),POINT (1412381.550089 594097.492883),"POLYGON ((1412383.12089 594168.866123, 1412433.414647 594048.988944, 1412323.617847 594053.283305, 1412383.12089 594168.866123))"
Run 17_Camera 4 360_37_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_37_3.jpg,39.295896388888885,-76.6504863888889,266.9316864,POINT (1411249.8650469426 593544.0867849478),5676,0105 016,624 N PULASKI ST,"POLYGON ((1411214.0316481977 593539.6825651753, 1411213.4315837242 593553.982728071, 1411124.6215818345 593549.0931249772, 1411125.2815503138 593535.0126101156, 1411130.2812313095 593535.2829462906, 1411214.0316481977 593539.6825651753))",POINT (1411169.4574123328 593544.4517302078),POINT (1411169.3381640664 593544.3878450763),35.986540039962584,80.40846279212818,270.2142066569512,3.2825202569512157,39.2690602969138,POINT (1411249.865047 593544.086785),"POLYGON ((1411214.031648 593539.682565, 1411213.431584 593553.982728, 1411124.621582 593549.093125, 1411125.28155 593535.01261, 1411130.281231 593535.282946, 1411214.031648 593539.682565))",POINT (1411169.457412 593544.45173),POINT (1411169.338164 593544.387845),"POLYGON ((1411249.865047 593544.086785, 1411135.154709 593482.91867, 1411129.273168 593592.641895, 1411249.865047 593544.086785))"
Run 17_Camera 4 360_392_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_392_3.jpg,39.30652333333333,-76.59488666666667,86.7867785,POINT (1426967.9781690314 597479.7797706659),46291,1494 001,1401 N BROADWAY ,"POLYGON ((1427137.1446704431 597504.9737374493, 1427135.8344616415 597527.1837899383, 1427068.1347359957 597523.2941235385, 1427064.8144153361 597523.1041714163, 1427060.9646865504 597522.8840112682, 1427062.2743833577 597500.6836867811, 1427137.1446704431 597504.9737374493))",POINT (1427099.0576868572 597513.9310708664),POINT (1427099.0546909766 597513.9288743588),96.58545307249368,135.4553479889687,75.3974510016986,11.389327498301398,107.97478057079508,POINT (1426967.978169 597479.779771),"POLYGON ((1427137.14467 597504.973737, 1427135.834462 597527.18379, 1427068.134736 597523.294124, 1427064.814415 597523.104171, 1427060.964687 597522.884011, 1427062.274383 597500.683687, 1427137.14467 597504.973737))",POINT (1427099.057687 597513.931071),POINT (1427099.054691 597513.928874),"POLYGON ((1426967.978169 597479.779771, 1427082.533439 597541.237806, 1427088.692464 597431.529807, 1426967.978169 597479.779771))"
Run 17_Camera 4 360_3_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_3_1.jpg,39.315482499999995,-76.59998888888889,104.2952452,POINT (1425509.9161653996 600736.6238271387),132807,4010E001,1200 BONAPARTE AVE,"POLYGON ((1425591.1843421604 600787.4145606619, 1425588.1840215 600789.7846090744, 1425579.9940676703 600796.2347861845, 1425529.564106948 600734.11432432, 1425540.77434943 600725.2843707978, 1425591.1843421604 600787.4145606619))",POINT (1425560.3734488336 600760.7549705566),POINT (1425560.3802008177 600760.7644424909),19.807554404455658,55.93075660308811,64.43482181538286,39.860423384617135,59.66797778907279,POINT (1425509.916165 600736.623827),"POLYGON ((1425591.184342 600787.414561, 1425588.184022 600789.784609, 1425579.994068 600796.234786, 1425529.564107 600734.114324, 1425540.774349 600725.284371, 1425591.184342 600787.414561))",POINT (1425560.373449 600760.754971),POINT (1425560.380201 600760.764442),"POLYGON ((1425509.916165 600736.623827, 1425637.653825 600760.771088, 1425610.522225 600654.292662, 1425509.916165 600736.623827))"
Run 17_Camera 4 360_410_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_410_1.jpg,39.298633333333335,-76.64675666666668,268.8146146,POINT (1412301.5583309128 594545.0290851735),4673,0084 026,1811 W LAFAYETTE AVE,"POLYGON ((1412267.8517434709 594477.9330213263, 1412281.851362294 594478.6129578124, 1412277.911519519 594561.5129425953, 1412263.9318687022 594560.852974125, 1412267.711455379 594480.9328299458, 1412267.8517434709 594477.9330213263))",POINT (1412272.8871920195 594519.718368876),POINT (1412272.8318296382 594520.8929020354),22.837635332272917,38.24482402800411,229.96281617157123,38.85179842842879,61.68943376070171,POINT (1412301.558331 594545.029085),"POLYGON ((1412267.851743 594477.933021, 1412281.851362 594478.612958, 1412277.91152 594561.512943, 1412263.931869 594560.852974, 1412267.711455 594480.93283, 1412267.851743 594477.933021))",POINT (1412272.887192 594519.718369),POINT (1412272.83183 594520.892902),"POLYGON ((1412301.558331 594545.029085, 1412184.900107 594487.663079, 1412182.626959 594597.520312, 1412301.558331 594545.029085))"
Run 17_Camera 4 360_423_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_423_3.jpg,39.30567083333333,-76.59483166666666,86.49555,POINT (1426984.91951977 597169.3420221778),47097,1513 006,1311 N BROADWAY ,"POLYGON ((1427149.784424777 597180.9836557832, 1427075.0144897127 597176.7739891309, 1427075.7645701973 597162.7436502929, 1427150.5145372646 597166.9538289523, 1427149.784424777 597180.9836557832))",POINT (1427112.768764577 597171.8640511751),POINT (1427112.7680028426 597171.8639090415),90.36325067513498,127.87411789733451,88.86995344917845,2.374403449178459,92.73765412431344,POINT (1426984.91952 597169.342022),"POLYGON ((1427149.784425 597180.983656, 1427075.01449 597176.773989, 1427075.76457 597162.74365, 1427150.514537 597166.953829, 1427149.784425 597180.983656))",POINT (1427112.768765 597171.864051),POINT (1427112.768003 597171.863909),"POLYGON ((1426984.91952 597169.342022, 1427099.160926 597231.381534, 1427105.877504 597121.706257, 1426984.91952 597169.342022))"
Run 17_Camera 4 360_446_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_446_1.jpg,39.299615277777775,-76.64676666666668,266.475636,POINT (1412297.3444129864 594902.6727080573),3922,0072 023,1811 MOSHER ST,"POLYGON ((1412256.791507753 594874.6731978331, 1412272.7218789712 594875.4529743727, 1412268.7016522454 594955.3531505564, 1412253.271505135 594954.5928300209, 1412256.791507753 594874.6731978331))",POINT (1412262.8817372671 594914.8057071468),POINT (1412262.8726138514 594915.0229021967),25.959272458914658,36.536087429238925,289.71105309980624,23.235417099806227,49.19468955872088,POINT (1412297.344413 594902.672708),"POLYGON ((1412256.791508 594874.673198, 1412272.721879 594875.452974, 1412268.701652 594955.353151, 1412253.271505 594954.59283, 1412256.791508 594874.673198))",POINT (1412262.881737 594914.805707),POINT (1412262.872614 594915.022902),"POLYGON ((1412297.344413 594902.672708, 1412183.124576 594840.593494, 1412176.36988 594950.26643, 1412297.344413 594902.672708))"
Run 17_Camera 4 360_449_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_449_3.jpg,39.29969666666666,-76.64677166666668,265.727847,POINT (1412295.8147291609 594932.3115912965),3922,0072 023,1811 MOSHER ST,"POLYGON ((1412256.791507753 594874.6731978331, 1412272.7218789712 594875.4529743727, 1412268.7016522454 594955.3531505564, 1412253.271505135 594954.5928300209, 1412256.791507753 594874.6731978331))",POINT (1412262.8817372671 594914.8057071468),POINT (1412262.8726138514 594915.0229021967),25.92093585097816,37.29662095867314,242.3086015391539,23.4192454608461,49.34018131182426,POINT (1412295.814729 594932.311591),"POLYGON ((1412256.791508 594874.673198, 1412272.721879 594875.452974, 1412268.701652 594955.353151, 1412253.271505 594954.59283, 1412256.791508 594874.673198))",POINT (1412262.881737 594914.805707),POINT (1412262.872614 594915.022902),"POLYGON ((1412295.814729 594932.311591, 1412182.414817 594868.74698, 1412174.229353 594978.32242, 1412295.814729 594932.311591))"
Run 17_Camera 4 360_452_3.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_452_3.jpg,39.30531916666666,-76.59551416666666,175.9029082,POINT (1426792.3594432734 597040.3977370025),38986,1164A054,1633 E PRESTON ST,"POLYGON ((1426807.6444564092 596971.3539088969, 1426805.9246472851 597003.4942034038, 1426805.6645511156 597008.4938844023, 1426793.6842606992 597007.813947978, 1426796.214566355 596960.4140023997, 1426807.6444564092 596971.3539088969))",POINT (1426800.5637422733 596986.900514623),POINT (1426800.7786332548 596987.4240561504),32.60650657655001,54.12266922827711,170.969421812968,4.933486387032019,37.53999296358203,POINT (1426792.359443 597040.397737),"POLYGON ((1426807.644456 596971.353909, 1426805.924647 597003.494203, 1426805.664551 597008.493884, 1426793.684261 597007.813948, 1426796.214566 596960.414002, 1426807.644456 596971.353909))",POINT (1426800.563742 596986.900515),POINT (1426800.778633 596987.424056),"POLYGON ((1426792.359443 597040.397737, 1426855.577277 596926.804139, 1426745.977339 596918.953509, 1426792.359443 597040.397737))"
Run 17_Camera 4 360_536_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_536_1.jpg,39.30676361111111,-76.59671999999999,266.637653,POINT (1426448.8178419285 597564.999396647),37676,1137 010,1418 N BOND ST,"POLYGON ((1426410.334409858 597554.10371402, 1426409.6242653932 597567.4541167176, 1426334.4042822444 597562.9541460025, 1426335.0739787002 597549.6139833042, 1426410.334409858 597554.10371402))",POINT (1426372.365192492 597558.5312559411),POINT (1426372.3627276616 597558.5289300112),39.00785650908131,76.72577435281755,265.16253278849626,1.4751202115037358,40.48297672058504,POINT (1426448.817842 597564.999397),"POLYGON ((1426410.33441 597554.103714, 1426409.624265 597567.454117, 1426334.404282 597562.954146, 1426335.073979 597549.613983, 1426410.33441 597554.103714))",POINT (1426372.365192 597558.531256),POINT (1426372.362728 597558.52893),"POLYGON ((1426448.817842 597564.999397, 1426334.422919 597503.243413, 1426327.978374 597612.935011, 1426448.817842 597564.999397))"
Run 17_Camera 4 360_80_1.jpg,/Users/jiaweihu/Desktop/BBxB/Front_End_BBxB/Data/BBxBImages/Run 17_Camera 4 360_80_1.jpg,39.296302222222224,-76.64938166666667,358.0372592,POINT (1411561.9453791108 593693.1026579855),5063,0094 013,2004 HARLEM AVE,"POLYGON ((1411574.9814768208 593730.6325006507, 1411571.2116183406 593802.4727712076, 1411570.9510101685 593807.473476206, 1411557.141343384 593806.8529317589, 1411557.4116795612 593801.8527387528, 1411561.171298038 593729.9930122095, 1411574.9814768208 593730.6325006507))",POINT (1411566.0628588258 593768.7333771213),POINT (1411566.1937880022 593766.2426197018),36.898474714824246,75.74271790868163,3.3243480820886617,5.2870888820886535,42.1855635969129,POINT (1411561.945379 593693.102658),"POLYGON ((1411574.981477 593730.632501, 1411571.211618 593802.472771, 1411570.95101 593807.473476, 1411557.141343 593806.852932, 1411557.41168 593801.852739, 1411561.171298 593729.993012, 1411574.981477 593730.632501))",POINT (1411566.062859 593768.733377),POINT (1411566.193788 593766.24262),"POLYGON ((1411561.945379 593693.102658, 1411503.001951 593808.971861, 1411612.818233 593812.735232, 1411561.945379 593693.102658))"
